Category,DayOfWeek,Time,PdDistrict,Resolution
STOLEN PROPERTY,Friday,16:09,CENTRAL,"ARREST, BOOKED"
VEHICLE THEFT,Wednesday,11:00,INGLESIDE,NONE
DRUG/NARCOTIC,Monday,23:47,SOUTHERN,"ARREST, BOOKED"
MISSING PERSON,Sunday,14:00,TENDERLOIN,NONE
NON-CRIMINAL,Tuesday,15:00,MISSION,NONE
FRAUD,Sunday,16:16,RICHMOND,NONE
OTHER OFFENSES,Tuesday,12:30,CENTRAL,"ARREST, BOOKED"
SECONDARY CODES,Tuesday,00:01,INGLESIDE,"ARREST, BOOKED"
OTHER OFFENSES,Saturday,18:45,SOUTHERN,"ARREST, BOOKED"
VANDALISM,Saturday,08:00,SOUTHERN,NONE
LARCENY/THEFT,Monday,20:45,BAYVIEW,NONE
NON-CRIMINAL,Saturday,09:30,NORTHERN,NONE
LARCENY/THEFT,Saturday,17:30,SOUTHERN,NONE
LARCENY/THEFT,Wednesday,13:45,NORTHERN,NONE
NON-CRIMINAL,Wednesday,03:15,SOUTHERN,NONE
VANDALISM,Thursday,19:00,NORTHERN,NONE
DRUG/NARCOTIC,Friday,02:35,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,Sunday,14:00,MISSION,NONE
LARCENY/THEFT,Saturday,16:00,CENTRAL,NONE
VANDALISM,Friday,19:57,INGLESIDE,"ARREST, BOOKED"
LARCENY/THEFT,Wednesday,17:45,NORTHERN,NONE
EXTORTION,Monday,20:00,TARAVAL,NONE
LARCENY/THEFT,Thursday,20:00,SOUTHERN,NONE
OTHER OFFENSES,Thursday,15:55,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,Tuesday,09:30,CENTRAL,"ARREST, BOOKED"
NON-CRIMINAL,Wednesday,06:29,BAYVIEW,NONE
DRUG/NARCOTIC,Thursday,00:05,NORTHERN,"ARREST, BOOKED"
RUNAWAY,Friday,16:30,PARK,NONE
LARCENY/THEFT,Monday,23:00,TENDERLOIN,NONE
DRUNKENNESS,Sunday,00:55,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Friday,08:00,RICHMOND,NONE
ASSAULT,Monday,16:15,INGLESIDE,NONE
OTHER OFFENSES,Monday,16:54,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,Monday,02:08,RICHMOND,"ARREST, BOOKED"
LARCENY/THEFT,Tuesday,09:00,TENDERLOIN,NONE
OTHER OFFENSES,Monday,11:50,PARK,NONE
OTHER OFFENSES,Monday,19:20,CENTRAL,"ARREST, BOOKED"
ROBBERY,Saturday,13:41,INGLESIDE,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,12:00,NORTHERN,NONE
LARCENY/THEFT,Saturday,14:30,CENTRAL,NONE
VEHICLE THEFT,Friday,23:00,SOUTHERN,NONE
FRAUD,Thursday,12:45,NORTHERN,NONE
LARCENY/THEFT,Monday,14:00,SOUTHERN,NONE
NON-CRIMINAL,Friday,19:45,INGLESIDE,NONE
LARCENY/THEFT,Friday,12:00,BAYVIEW,NONE
VANDALISM,Thursday,22:34,NORTHERN,NONE
LARCENY/THEFT,Thursday,19:50,SOUTHERN,NONE
LARCENY/THEFT,Wednesday,06:30,PARK,NONE
FRAUD,Saturday,05:22,MISSION,NONE
DRUG/NARCOTIC,Sunday,17:20,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Tuesday,21:00,CENTRAL,NONE
ASSAULT,Thursday,03:30,PARK,"ARREST, BOOKED"
ASSAULT,Wednesday,09:00,CENTRAL,NONE
ASSAULT,Tuesday,08:22,TENDERLOIN,NONE
VANDALISM,Friday,14:15,RICHMOND,NONE
SUSPICIOUS OCC,Friday,21:31,SOUTHERN,NONE
SUSPICIOUS OCC,Tuesday,15:01,INGLESIDE,NONE
LARCENY/THEFT,Tuesday,20:10,PARK,NONE
OTHER OFFENSES,Friday,16:00,TARAVAL,"ARREST, BOOKED"
OTHER OFFENSES,Saturday,10:20,CENTRAL,NONE
ASSAULT,Thursday,18:00,CENTRAL,"ARREST, BOOKED"
NON-CRIMINAL,Sunday,16:45,TARAVAL,NONE
LARCENY/THEFT,Monday,18:00,NORTHERN,NONE
OTHER OFFENSES,Tuesday,15:30,NORTHERN,"ARREST, BOOKED"
DISORDERLY CONDUCT,Wednesday,05:55,SOUTHERN,NONE
BURGLARY,Friday,17:00,SOUTHERN,NONE
NON-CRIMINAL,Tuesday,16:40,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Sunday,12:00,MISSION,NONE
BURGLARY,Friday,12:00,TARAVAL,NONE
LARCENY/THEFT,Sunday,22:42,INGLESIDE,NONE
ROBBERY,Sunday,13:00,NORTHERN,NONE
FRAUD,Monday,17:20,CENTRAL,NONE
VANDALISM,Monday,20:00,MISSION,NONE
LARCENY/THEFT,Thursday,22:45,BAYVIEW,NONE
LARCENY/THEFT,Wednesday,11:15,CENTRAL,NONE
LARCENY/THEFT,Friday,07:00,BAYVIEW,NONE
NON-CRIMINAL,Wednesday,02:05,SOUTHERN,NONE
OTHER OFFENSES,Sunday,18:51,MISSION,"ARREST, BOOKED"
ASSAULT,Saturday,12:15,PARK,NONE
VANDALISM,Friday,17:00,CENTRAL,NONE
LARCENY/THEFT,Monday,16:30,TENDERLOIN,"ARREST, BOOKED"
SUSPICIOUS OCC,Wednesday,08:34,RICHMOND,NONE
WARRANTS,Wednesday,14:30,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,Thursday,22:00,BAYVIEW,NONE
DRIVING UNDER THE INFLUENCE,Friday,03:35,SOUTHERN,"ARREST, BOOKED"
VEHICLE THEFT,Friday,21:30,BAYVIEW,NONE
NON-CRIMINAL,Wednesday,11:20,CENTRAL,NONE
LARCENY/THEFT,Wednesday,12:00,CENTRAL,NONE
ASSAULT,Saturday,17:15,TENDERLOIN,NONE
FRAUD,Thursday,08:00,TARAVAL,NONE
ASSAULT,Saturday,13:20,BAYVIEW,NONE
ASSAULT,Thursday,13:00,INGLESIDE,NONE
ASSAULT,Wednesday,17:45,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,Tuesday,11:17,SOUTHERN,"ARREST, BOOKED"
FRAUD,Sunday,20:30,PARK,NONE
LARCENY/THEFT,Saturday,08:30,TARAVAL,NONE
NON-CRIMINAL,Thursday,02:00,MISSION,NONE
OTHER OFFENSES,Thursday,12:00,BAYVIEW,NONE
LARCENY/THEFT,Wednesday,20:33,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Tuesday,14:45,CENTRAL,NONE
NON-CRIMINAL,Sunday,17:18,TENDERLOIN,NONE
LARCENY/THEFT,Wednesday,17:20,CENTRAL,NONE
LARCENY/THEFT,Monday,11:35,PARK,NONE
SUSPICIOUS OCC,Friday,10:00,TARAVAL,NONE
LARCENY/THEFT,Friday,10:45,CENTRAL,NONE
OTHER OFFENSES,Wednesday,16:08,BAYVIEW,"ARREST, BOOKED"
NON-CRIMINAL,Wednesday,16:34,CENTRAL,NONE
LARCENY/THEFT,Monday,17:30,RICHMOND,NONE
DISORDERLY CONDUCT,Thursday,07:12,SOUTHERN,NONE
NON-CRIMINAL,Saturday,08:00,CENTRAL,NONE
ASSAULT,Saturday,17:45,CENTRAL,"ARREST, BOOKED"
VEHICLE THEFT,Saturday,14:00,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,Tuesday,00:08,BAYVIEW,"ARREST, BOOKED"
WARRANTS,Monday,16:30,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,Monday,22:00,CENTRAL,NONE
LARCENY/THEFT,Saturday,15:30,PARK,NONE
NON-CRIMINAL,Monday,12:00,CENTRAL,NONE
LARCENY/THEFT,Sunday,18:30,RICHMOND,NONE
ROBBERY,Thursday,21:58,MISSION,NONE
OTHER OFFENSES,Saturday,01:30,TARAVAL,"ARREST, BOOKED"
OTHER OFFENSES,Thursday,00:01,BAYVIEW,NONE
WARRANTS,Thursday,20:06,PARK,"ARREST, BOOKED"
LARCENY/THEFT,Sunday,21:15,TENDERLOIN,NONE
LARCENY/THEFT,Wednesday,06:30,PARK,NONE
WARRANTS,Saturday,13:30,NORTHERN,"ARREST, BOOKED"
VANDALISM,Tuesday,22:30,BAYVIEW,NONE
ASSAULT,Tuesday,23:00,SOUTHERN,"ARREST, BOOKED"
ROBBERY,Tuesday,22:00,CENTRAL,NONE
LARCENY/THEFT,Saturday,21:00,TENDERLOIN,NONE
VANDALISM,Thursday,21:30,NORTHERN,NONE
FRAUD,Thursday,23:08,SOUTHERN,NONE
ASSAULT,Tuesday,02:20,SOUTHERN,NONE
NON-CRIMINAL,Friday,10:00,CENTRAL,NONE
LARCENY/THEFT,Thursday,06:45,CENTRAL,NONE
WEAPON LAWS,Wednesday,17:00,BAYVIEW,"ARREST, BOOKED"
MISSING PERSON,Wednesday,06:00,BAYVIEW,NONE
BURGLARY,Friday,07:10,SOUTHERN,NONE
VANDALISM,Wednesday,10:20,TENDERLOIN,NONE
OTHER OFFENSES,Sunday,11:00,SOUTHERN,"ARREST, BOOKED"
FRAUD,Friday,14:00,TARAVAL,NONE
NON-CRIMINAL,Tuesday,17:06,SOUTHERN,"ARREST, BOOKED"
SUSPICIOUS OCC,Friday,09:47,RICHMOND,NONE
MISSING PERSON,Monday,08:15,MISSION,NONE
LARCENY/THEFT,Tuesday,20:30,NORTHERN,NONE
OTHER OFFENSES,Tuesday,01:00,MISSION,NONE
WARRANTS,Tuesday,12:56,SOUTHERN,"ARREST, BOOKED"
NON-CRIMINAL,Tuesday,03:34,RICHMOND,NONE
LARCENY/THEFT,Sunday,12:00,SOUTHERN,NONE
NON-CRIMINAL,Thursday,11:00,MISSION,NONE
SUSPICIOUS OCC,Wednesday,13:00,TENDERLOIN,NONE
NON-CRIMINAL,Friday,19:00,SOUTHERN,NONE
"SEX OFFENSES, FORCIBLE",Thursday,18:00,CENTRAL,"ARREST, BOOKED"
FAMILY OFFENSES,Friday,11:00,NORTHERN,NONE
TRESPASS,Saturday,07:53,SOUTHERN,NONE
NON-CRIMINAL,Thursday,07:00,SOUTHERN,NONE
BURGLARY,Tuesday,18:00,PARK,NONE
SUSPICIOUS OCC,Sunday,00:01,SOUTHERN,NONE
SUSPICIOUS OCC,Friday,21:15,SOUTHERN,NONE
NON-CRIMINAL,Sunday,14:00,MISSION,NONE
MISSING PERSON,Saturday,09:30,BAYVIEW,NONE
STOLEN PROPERTY,Friday,12:20,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Wednesday,17:20,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,Sunday,11:30,BAYVIEW,NONE
SUSPICIOUS OCC,Friday,07:00,TENDERLOIN,"ARREST, BOOKED"
FRAUD,Monday,12:28,MISSION,"ARREST, BOOKED"
FRAUD,Friday,08:00,INGLESIDE,NONE
BURGLARY,Monday,18:43,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,Monday,21:54,BAYVIEW,"ARREST, BOOKED"
VANDALISM,Monday,00:20,BAYVIEW,"ARREST, BOOKED"
FRAUD,Friday,15:30,NORTHERN,NONE
LARCENY/THEFT,Monday,15:00,CENTRAL,NONE
VANDALISM,Tuesday,14:35,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,Wednesday,00:11,NORTHERN,NONE
RECOVERED VEHICLE,Friday,15:15,SOUTHERN,NONE
SUSPICIOUS OCC,Saturday,08:41,TENDERLOIN,NONE
VEHICLE THEFT,Sunday,23:30,TARAVAL,NONE
SUSPICIOUS OCC,Wednesday,09:05,CENTRAL,NONE
OTHER OFFENSES,Thursday,18:25,BAYVIEW,"ARREST, BOOKED"
WEAPON LAWS,Sunday,14:28,MISSION,"ARREST, BOOKED"
ROBBERY,Tuesday,20:30,PARK,"ARREST, BOOKED"
BURGLARY,Monday,11:54,BAYVIEW,NONE
LARCENY/THEFT,Saturday,17:00,NORTHERN,NONE
LARCENY/THEFT,Sunday,12:27,TARAVAL,NONE
BURGLARY,Saturday,08:30,NORTHERN,NONE
LARCENY/THEFT,Sunday,13:36,INGLESIDE,NONE
LARCENY/THEFT,Monday,19:30,CENTRAL,NONE
LARCENY/THEFT,Wednesday,21:00,INGLESIDE,NONE
SUSPICIOUS OCC,Monday,11:24,NORTHERN,NONE
DRUG/NARCOTIC,Thursday,19:16,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,Friday,03:02,MISSION,"ARREST, BOOKED"
KIDNAPPING,Friday,08:45,INGLESIDE,"ARREST, BOOKED"
OTHER OFFENSES,Sunday,17:30,MISSION,NONE
NON-CRIMINAL,Monday,09:15,SOUTHERN,NONE
TRESPASS,Monday,07:20,SOUTHERN,NONE
LARCENY/THEFT,Monday,13:00,SOUTHERN,NONE
LARCENY/THEFT,Thursday,22:23,SOUTHERN,NONE
DRUG/NARCOTIC,Thursday,10:47,MISSION,"ARREST, BOOKED"
BURGLARY,Tuesday,08:00,PARK,NONE
MISSING PERSON,Wednesday,04:13,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Monday,16:29,SOUTHERN,NONE
VANDALISM,Tuesday,17:00,BAYVIEW,NONE
LARCENY/THEFT,Thursday,12:15,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,Friday,15:45,RICHMOND,NONE
OTHER OFFENSES,Saturday,07:33,INGLESIDE,"ARREST, BOOKED"
OTHER OFFENSES,Saturday,17:14,SOUTHERN,NONE
FRAUD,Wednesday,12:00,CENTRAL,NONE
DRUG/NARCOTIC,Tuesday,08:31,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Friday,19:50,SOUTHERN,NONE
OTHER OFFENSES,Sunday,16:00,SOUTHERN,"ARREST, BOOKED"
WARRANTS,Wednesday,13:49,TENDERLOIN,"ARREST, BOOKED"
ASSAULT,Sunday,15:03,CENTRAL,NONE
STOLEN PROPERTY,Wednesday,02:00,NORTHERN,"ARREST, BOOKED"
VEHICLE THEFT,Thursday,11:00,BAYVIEW,NONE
DISORDERLY CONDUCT,Wednesday,07:37,PARK,"ARREST, BOOKED"
DRUG/NARCOTIC,Friday,15:00,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,Thursday,07:50,SOUTHERN,"ARREST, BOOKED"
BURGLARY,Tuesday,17:30,INGLESIDE,NONE
ASSAULT,Tuesday,00:01,INGLESIDE,"ARREST, BOOKED"
NON-CRIMINAL,Wednesday,11:00,MISSION,NONE
BURGLARY,Thursday,20:00,SOUTHERN,NONE
NON-CRIMINAL,Tuesday,08:52,TARAVAL,NONE
ASSAULT,Thursday,18:40,BAYVIEW,"ARREST, BOOKED"
LARCENY/THEFT,Friday,15:10,TARAVAL,NONE
NON-CRIMINAL,Tuesday,14:06,TENDERLOIN,NONE
LARCENY/THEFT,Tuesday,01:00,TARAVAL,NONE
NON-CRIMINAL,Saturday,18:30,NORTHERN,NONE
LARCENY/THEFT,Wednesday,19:50,PARK,NONE
NON-CRIMINAL,Monday,13:10,CENTRAL,NONE
BURGLARY,Thursday,19:00,TARAVAL,NONE
MISSING PERSON,Monday,18:47,TARAVAL,NONE
OTHER OFFENSES,Wednesday,00:01,CENTRAL,NONE
OTHER OFFENSES,Monday,08:00,RICHMOND,NONE
ASSAULT,Thursday,18:42,BAYVIEW,"ARREST, BOOKED"
KIDNAPPING,Saturday,02:00,SOUTHERN,NONE
DRUG/NARCOTIC,Sunday,17:06,SOUTHERN,"ARREST, BOOKED"
MISSING PERSON,Thursday,19:00,NORTHERN,NONE
OTHER OFFENSES,Thursday,05:00,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,06:00,BAYVIEW,NONE
OTHER OFFENSES,Friday,17:02,INGLESIDE,"ARREST, BOOKED"
ASSAULT,Friday,10:05,SOUTHERN,"ARREST, BOOKED"
ARSON,Tuesday,19:20,INGLESIDE,NONE
OTHER OFFENSES,Thursday,19:00,SOUTHERN,NONE
MISSING PERSON,Thursday,08:25,PARK,NONE
WEAPON LAWS,Saturday,12:40,SOUTHERN,NONE
OTHER OFFENSES,Friday,21:30,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,Monday,20:00,NORTHERN,"ARREST, BOOKED"
SUSPICIOUS OCC,Tuesday,00:55,SOUTHERN,NONE
VANDALISM,Saturday,15:45,SOUTHERN,NONE
MISSING PERSON,Saturday,20:38,NORTHERN,NONE
"SEX OFFENSES, FORCIBLE",Saturday,15:20,PARK,"ARREST, BOOKED"
LARCENY/THEFT,Thursday,12:23,RICHMOND,NONE
ASSAULT,Sunday,21:05,TENDERLOIN,NONE
LARCENY/THEFT,Wednesday,11:43,RICHMOND,"ARREST, BOOKED"
OTHER OFFENSES,Saturday,03:09,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,Sunday,14:59,TENDERLOIN,"ARREST, BOOKED"
FORGERY/COUNTERFEITING,Friday,12:33,TENDERLOIN,NONE
LARCENY/THEFT,Tuesday,02:00,BAYVIEW,NONE
LARCENY/THEFT,Wednesday,15:49,NORTHERN,NONE
SUSPICIOUS OCC,Thursday,22:16,CENTRAL,NONE
VEHICLE THEFT,Friday,05:30,TENDERLOIN,NONE
ASSAULT,Saturday,19:40,SOUTHERN,"ARREST, BOOKED"
WARRANTS,Saturday,09:59,SOUTHERN,"ARREST, BOOKED"
BURGLARY,Monday,03:45,SOUTHERN,NONE
LARCENY/THEFT,Friday,14:30,SOUTHERN,"ARREST, BOOKED"
WARRANTS,Wednesday,18:51,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,02:00,NORTHERN,NONE
ROBBERY,Wednesday,15:00,MISSION,NONE
OTHER OFFENSES,Monday,08:42,PARK,NONE
LARCENY/THEFT,Thursday,14:00,NORTHERN,NONE
DRUG/NARCOTIC,Wednesday,08:15,TENDERLOIN,"ARREST, BOOKED"
MISSING PERSON,Wednesday,12:00,BAYVIEW,NONE
SUSPICIOUS OCC,Thursday,20:00,SOUTHERN,NONE
ASSAULT,Thursday,23:16,MISSION,NONE
LARCENY/THEFT,Tuesday,17:30,RICHMOND,NONE
NON-CRIMINAL,Monday,19:15,CENTRAL,NONE
ASSAULT,Sunday,21:10,INGLESIDE,NONE
SUSPICIOUS OCC,Saturday,22:20,MISSION,NONE
OTHER OFFENSES,Monday,19:21,INGLESIDE,"ARREST, BOOKED"
NON-CRIMINAL,Thursday,18:40,TENDERLOIN,NONE
LARCENY/THEFT,Friday,18:00,NORTHERN,NONE
OTHER OFFENSES,Wednesday,17:35,NORTHERN,"ARREST, BOOKED"
ASSAULT,Saturday,21:30,CENTRAL,"ARREST, BOOKED"
VEHICLE THEFT,Monday,13:04,MISSION,NONE
STOLEN PROPERTY,Thursday,02:22,SOUTHERN,"ARREST, BOOKED"
BURGLARY,Monday,09:00,TENDERLOIN,NONE
NON-CRIMINAL,Sunday,02:00,SOUTHERN,NONE
ASSAULT,Saturday,13:20,MISSION,NONE
LARCENY/THEFT,Sunday,11:23,NORTHERN,NONE
WARRANTS,Friday,07:23,SOUTHERN,"ARREST, BOOKED"
VANDALISM,Friday,10:10,NORTHERN,NONE
LARCENY/THEFT,Thursday,23:00,BAYVIEW,NONE
OTHER OFFENSES,Friday,11:10,PARK,NONE
VEHICLE THEFT,Sunday,10:30,INGLESIDE,NONE
ASSAULT,Sunday,16:15,PARK,NONE
LARCENY/THEFT,Saturday,19:30,SOUTHERN,NONE
VANDALISM,Thursday,04:34,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Sunday,20:00,MISSION,NONE
WARRANTS,Wednesday,15:30,SOUTHERN,"ARREST, BOOKED"
WEAPON LAWS,Tuesday,04:04,SOUTHERN,"ARREST, BOOKED"
BURGLARY,Tuesday,13:15,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Thursday,12:40,CENTRAL,NONE
NON-CRIMINAL,Thursday,11:02,PARK,NONE
ASSAULT,Thursday,21:15,MISSION,NONE
OTHER OFFENSES,Tuesday,04:17,CENTRAL,"ARREST, BOOKED"
LARCENY/THEFT,Monday,20:30,NORTHERN,NONE
LARCENY/THEFT,Monday,12:51,CENTRAL,NONE
LARCENY/THEFT,Sunday,11:00,SOUTHERN,NONE
OTHER OFFENSES,Wednesday,18:40,SOUTHERN,"ARREST, BOOKED"
ASSAULT,Monday,18:00,SOUTHERN,NONE
DRUG/NARCOTIC,Tuesday,09:15,RICHMOND,"ARREST, BOOKED"
WEAPON LAWS,Saturday,23:59,TARAVAL,"ARREST, BOOKED"
DRUG/NARCOTIC,Friday,13:45,NORTHERN,"ARREST, BOOKED"
MISSING PERSON,Monday,17:00,MISSION,NONE
WARRANTS,Monday,15:30,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,Sunday,07:54,RICHMOND,"ARREST, BOOKED"
NON-CRIMINAL,Tuesday,15:12,CENTRAL,NONE
ASSAULT,Wednesday,13:01,BAYVIEW,NONE
LARCENY/THEFT,Friday,22:05,NORTHERN,NONE
WARRANTS,Tuesday,21:50,PARK,"ARREST, BOOKED"
ASSAULT,Thursday,20:00,MISSION,"ARREST, BOOKED"
NON-CRIMINAL,Friday,20:00,TARAVAL,NONE
ASSAULT,Thursday,06:40,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Sunday,19:00,CENTRAL,NONE
NON-CRIMINAL,Sunday,17:30,NORTHERN,NONE
NON-CRIMINAL,Monday,13:00,TARAVAL,NONE
LARCENY/THEFT,Tuesday,19:00,NORTHERN,NONE
NON-CRIMINAL,Saturday,14:30,SOUTHERN,"ARREST, BOOKED"
ASSAULT,Friday,14:49,CENTRAL,NONE
WARRANTS,Friday,00:01,MISSION,"ARREST, BOOKED"
VANDALISM,Monday,20:28,CENTRAL,NONE
DRUG/NARCOTIC,Thursday,03:12,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,Sunday,00:01,BAYVIEW,NONE
SUSPICIOUS OCC,Thursday,15:43,NORTHERN,NONE
ASSAULT,Saturday,01:40,MISSION,NONE
OTHER OFFENSES,Saturday,15:54,SOUTHERN,"ARREST, BOOKED"
NON-CRIMINAL,Friday,22:16,PARK,NONE
DRUG/NARCOTIC,Sunday,16:48,SOUTHERN,"ARREST, BOOKED"
MISSING PERSON,Monday,15:00,PARK,NONE
WARRANTS,Thursday,19:20,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,Tuesday,10:25,TARAVAL,"ARREST, BOOKED"
WARRANTS,Wednesday,19:02,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,Sunday,21:00,TENDERLOIN,NONE
LARCENY/THEFT,Tuesday,20:40,SOUTHERN,NONE
BURGLARY,Monday,17:39,RICHMOND,NONE
LARCENY/THEFT,Friday,18:50,RICHMOND,NONE
OTHER OFFENSES,Saturday,08:00,RICHMOND,NONE
LARCENY/THEFT,Sunday,16:52,TENDERLOIN,NONE
LARCENY/THEFT,Monday,15:30,CENTRAL,NONE
LARCENY/THEFT,Monday,16:30,SOUTHERN,NONE
ASSAULT,Wednesday,07:58,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Friday,15:00,CENTRAL,NONE
LARCENY/THEFT,Saturday,23:00,MISSION,NONE
LARCENY/THEFT,Tuesday,17:57,PARK,NONE
ROBBERY,Monday,10:46,BAYVIEW,NONE
OTHER OFFENSES,Wednesday,16:54,BAYVIEW,"ARREST, BOOKED"
LARCENY/THEFT,Tuesday,21:30,INGLESIDE,NONE
SUSPICIOUS OCC,Monday,16:00,PARK,NONE
NON-CRIMINAL,Saturday,09:50,CENTRAL,NONE
LARCENY/THEFT,Thursday,12:05,SOUTHERN,NONE
BURGLARY,Monday,12:35,TARAVAL,NONE
OTHER OFFENSES,Wednesday,04:14,SOUTHERN,NONE
LARCENY/THEFT,Tuesday,21:00,SOUTHERN,NONE
LARCENY/THEFT,Friday,23:00,NORTHERN,NONE
NON-CRIMINAL,Wednesday,22:00,MISSION,NONE
LARCENY/THEFT,Monday,20:00,CENTRAL,NONE
NON-CRIMINAL,Friday,10:19,SOUTHERN,NONE
VEHICLE THEFT,Thursday,18:00,RICHMOND,NONE
LARCENY/THEFT,Tuesday,16:30,SOUTHERN,NONE
SECONDARY CODES,Tuesday,16:55,TENDERLOIN,NONE
LARCENY/THEFT,Tuesday,18:00,SOUTHERN,NONE
LARCENY/THEFT,Thursday,08:18,BAYVIEW,NONE
ASSAULT,Thursday,11:50,CENTRAL,"ARREST, BOOKED"
WARRANTS,Monday,14:35,SOUTHERN,"ARREST, BOOKED"
NON-CRIMINAL,Sunday,11:15,PARK,NONE
OTHER OFFENSES,Thursday,14:31,TARAVAL,NONE
WARRANTS,Thursday,22:10,SOUTHERN,"ARREST, BOOKED"
FRAUD,Saturday,23:55,MISSION,NONE
LARCENY/THEFT,Saturday,16:30,RICHMOND,NONE
ASSAULT,Thursday,21:20,NORTHERN,NONE
NON-CRIMINAL,Sunday,07:31,MISSION,"ARREST, BOOKED"
VEHICLE THEFT,Friday,16:00,BAYVIEW,NONE
LARCENY/THEFT,Thursday,17:30,SOUTHERN,NONE
ASSAULT,Sunday,03:25,MISSION,NONE
LARCENY/THEFT,Friday,02:00,MISSION,NONE
WARRANTS,Tuesday,01:50,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,Sunday,06:56,NORTHERN,"ARREST, BOOKED"
VEHICLE THEFT,Thursday,19:00,TARAVAL,NONE
PROSTITUTION,Sunday,23:47,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Friday,16:40,CENTRAL,NONE
MISSING PERSON,Thursday,14:55,PARK,NONE
ASSAULT,Friday,20:10,TARAVAL,NONE
BURGLARY,Tuesday,22:00,TARAVAL,NONE
LARCENY/THEFT,Thursday,15:00,BAYVIEW,NONE
ROBBERY,Saturday,00:30,TENDERLOIN,NONE
LARCENY/THEFT,Thursday,12:07,PARK,NONE
VEHICLE THEFT,Tuesday,08:30,CENTRAL,NONE
SECONDARY CODES,Thursday,14:00,MISSION,NONE
OTHER OFFENSES,Monday,15:30,INGLESIDE,NONE
OTHER OFFENSES,Monday,12:15,TARAVAL,NONE
ASSAULT,Thursday,20:00,TARAVAL,NONE
ASSAULT,Wednesday,19:40,BAYVIEW,NONE
RUNAWAY,Thursday,08:00,PARK,NONE
LARCENY/THEFT,Monday,14:57,SOUTHERN,"ARREST, BOOKED"
MISSING PERSON,Tuesday,15:50,INGLESIDE,NONE
VEHICLE THEFT,Saturday,11:00,MISSION,NONE
ASSAULT,Sunday,01:10,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,Tuesday,08:10,TENDERLOIN,"ARREST, BOOKED"
VANDALISM,Sunday,09:00,SOUTHERN,NONE
MISSING PERSON,Wednesday,00:40,PARK,NONE
VEHICLE THEFT,Sunday,22:00,BAYVIEW,NONE
OTHER OFFENSES,Sunday,10:00,NORTHERN,NONE
VANDALISM,Monday,00:30,INGLESIDE,NONE
OTHER OFFENSES,Tuesday,12:55,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,Wednesday,13:08,MISSION,"ARREST, BOOKED"
VEHICLE THEFT,Saturday,23:40,CENTRAL,NONE
WARRANTS,Friday,20:12,MISSION,"ARREST, BOOKED"
ASSAULT,Sunday,10:50,SOUTHERN,"ARREST, BOOKED"
WEAPON LAWS,Tuesday,21:56,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Sunday,20:00,SOUTHERN,NONE
LARCENY/THEFT,Tuesday,22:00,NORTHERN,NONE
FORGERY/COUNTERFEITING,Thursday,18:00,TENDERLOIN,NONE
PROSTITUTION,Saturday,00:40,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,Saturday,09:52,INGLESIDE,"ARREST, BOOKED"
NON-CRIMINAL,Tuesday,21:25,SOUTHERN,NONE
NON-CRIMINAL,Thursday,15:20,NORTHERN,NONE
